index,original_normalized,شماره سوره,شماره آیه,predicted_sure
36##3,انك لمن المرسلين,36,3,36
36##4,علي صراط مستقيم,36,4,36
36##5,تنزيل العزيز الرحيم,36,5,10
36##6,لتنذر قوما ما انذر اباوهم فهم غافلون,36,6,36
36##7,لقد حق القول علي اكثرهم فهم لا يومنون,36,7,36
36##8,انا جعلنا في اعناقهم اغلالا فهي الي الاذقان فهم مقمحون,36,8,15
36##9,و جعلنا من بين ايديهم سدا و من خلفهم سدا فاغشيناهم فهم لا يبصرون,36,9,21
36##10,و سوا عليهم ا انذرتهم ام لم تنذرهم لا يومنون,36,10,36
36##11,انما تنذر من اتبع الذكر و خشي الرحمن بالغيب فبشره بمغفره و اجر كريم,36,11,36
36##12,انا نحن نحيي الموتي و نكتب ما قدموا و اثارهم و كل شي احصيناه في امام مبين,36,12,36
36##13,و اضرب لهم مثلا اصحاب القريه اذ جا ها المرسلون,36,13,37
36##14,اذ ارسلنا اليهم اثنين فكذبوهما فعززنا بثالث فقالوا انا اليكم مرسلون,36,14,36
36##15,قالوا ما انتم الا بشر مثلنا و ما انزل الرحمن من شي ان انتم الا تكذبون,36,15,15
36##16,قالوا ربنا يعلم انا اليكم لمرسلون,36,16,36
36##17,و ما علينا الا البلاغ المبين,36,17,36
36##18,قالوا انا تطيرنا بكم لئن لم تنتهوا لنرجمنكم و ليمسنكم منا عذاب اليم,36,18,36
36##19,قالوا طائركم معكم ا ئن ذكرتم بل انتم قوم مسرفون,36,19,36
36##20,و جا من اقصي المدينه رجل يسعي قال يا قوم اتبعوا المرسلين,36,20,36
36##21,اتبعوا من لا يسالكم اجرا و هم مهتدون,36,21,36
36##22,و ما لي لا اعبد الذي فطرني و اليه ترجعون,36,22,26
36##23,ا اتخذ من دونه الهه ان يردن الرحمن بضر لا تغن عني شفاعتهم شيئا و لا ينقذون,36,23,36
36##24,اني اذا لفي ضلال مبين,36,24,36
36##25,اني امنت بربكم فاسمعون,36,25,36
36##26,قيل ادخل الجنه قال يا ليت قومي يعلمون,36,26,40
36##27,بما غفر لي ربي و جعلني من المكرمين,36,27,36
36##28,و ما انزلنا علي قومه من بعده من جند من السما و ما كنا منزلين,36,28,36
36##29,ان كانت الا صيحه واحده فاذا هم خامدون,36,29,36
36##30,يا حسره علي العباد ما ياتيهم من رسول الا كانوا به يستهز ون,36,30,36
36##31,ا لم يروا كم اهلكنا قبلهم من القرون انهم اليهم لا يرجعون,36,31,36
36##32,و ان كل لما جميع لدينا محضرون,36,32,36
36##33,و ايه لهم الارض الميته احييناها و اخرجنا منها حبا فمنه ياكلون,36,33,36
36##34,و جعلنا فيها جنات من نخيل و اعناب و فجرنا فيها من العيون,36,34,36
36##35,لياكلوا من ثمره و ما عملته ايديهم ا فلا يشكرون,36,35,36
36##36,سبحان الذي خلق الازواج كلها مما تنبت الارض و من انفسهم و مما لا يعلمون,36,36,36
36##37,و ايه لهم الليل نسلخ منه النهار فاذا هم مظلمون,36,37,6
36##38,و الشمس تجري لمستقر لها ذلك تقدير العزيز العليم,36,38,36
36##39,و القمر قدرناه منازل حتي عاد كالعرجون القديم,36,39,36
36##40,لا الشمس ينبغي لها ان تدرك القمر و لا الليل سابق النهار و كل في فلك يسبحون,36,40,19
36##41,و ايه لهم انا حملنا ذريتهم في الفلك المشحون,36,41,36
36##42,و خلقنا لهم من مثله ما يركبون,36,42,20
36##43,و ان نشا نغرقهم فلا صريخ لهم و لا هم ينقذون,36,43,36
36##44,الا رحمه منا و متاعا الي حين,36,44,36
36##45,و اذا قيل لهم اتقوا ما بين ايديكم و ما خلفكم لعلكم ترحمون,36,45,36
36##46,و ما تاتيهم من ايه من ايات ربهم الا كانوا عنها معرضين,36,46,6
36##47,و اذا قيل لهم انفقوا مما رزقكم الله قال الذين كفروا للذين امنوا ا نطعم من لو يشا الله اطعمه ان انتم الا في ضلال مبين,36,47,36
36##48,و يقولون متي هذا الوعد ان كنتم صادقين,36,48,36
36##49,ما ينظرون الا صيحه واحده تاخذهم و هم يخصمون,36,49,36
36##50,فلا يستطيعون توصيه و لا الي اهلهم يرجعون,36,50,21
36##51,و نفخ في الصور فاذا هم من الاجداث الي ربهم ينسلون,36,51,36
36##52,قالوا يا ويلنا من بعثنا من مرقدنا هذا ما وعد الرحمن و صدق المرسلون,36,52,36
36##53,ان كانت الا صيحه واحده فاذا هم جميع لدينا محضرون,36,53,36
36##54,فاليوم لا تظلم نفس شيئا و لا تجزون الا ما كنتم تعملون,36,54,6
36##55,ان اصحاب الجنه اليوم في شغل فاكهون,36,55,10
36##56,هم و ازواجهم في ظلال علي الارائك متكئون,36,56,36
36##57,لهم فيها فاكهه و لهم ما يدعون,36,57,7
36##58,سلام قولا من رب رحيم,36,58,36
36##59,و امتازوا اليوم ايها المجرمون,36,59,36
36##60,ا لم اعهد اليكم يا بني ادم ان لا تعبدوا الشيطان انه لكم عدو مبين,36,60,36
36##61,و ان اعبدوني هذا صراط مستقيم,36,61,36
36##62,و لقد اضل منكم جبلا كثيرا ا فلم تكونوا تعقلون,36,62,36
36##63,هذه جهنم التي كنتم توعدون,36,63,36
36##64,اصلوها اليوم بما كنتم تكفرون,36,64,36
36##65,اليوم نختم علي افواههم و تكلمنا ايديهم و تشهد ارجلهم بما كانوا يكسبون,36,65,36
36##66,و لو نشا لطمسنا علي اعينهم فاستبقوا الصراط فاني يبصرون,36,66,26
36##67,و لو نشا لمسخناهم علي مكانتهم فما استطاعوا مضيا و لا يرجعون,36,67,18
36##68,و من نعمره ننكسه في الخلق ا فلا يعقلون,36,68,6
36##69,و ما علمناه الشعر و ما ينبغي له ان هو الا ذكر و قران مبين,36,69,36
36##70,لينذر من كان حيا و يحق القول علي الكافرين,36,70,36
36##71,ا و لم يروا انا خلقنا لهم مما عملت ايدينا انعاما فهم لها مالكون,36,71,36
36##72,و ذللناها لهم فمنها ركوبهم و منها ياكلون,36,72,36
36##73,و لهم فيها منافع و مشارب ا فلا يشكرون,36,73,36
36##74,و اتخذوا من دون الله الهه لعلهم ينصرون,36,74,36
36##75,لا يستطيعون نصرهم و هم لهم جند محضرون,36,75,56
36##76,فلا يحزنك قولهم انا نعلم ما يسرون و ما يعلنون,36,76,38
36##77,ا و لم ير الانسان انا خلقناه من نطفه فاذا هو خصيم مبين,36,77,36
36##78,و ضرب لنا مثلا و نسي خلقه قال من يحيي العظام و هي رميم,36,78,36
36##79,قل يحييها الذي انشاها اول مره و هو بكل خلق عليم,36,79,12
36##80,الذي جعل لكم من الشجر الاخضر نارا فاذا انتم منه توقدون,36,80,36
36##81,ا و ليس الذي خلق السماوات و الارض بقادر علي ان يخلق مثلهم بلي و هو الخلاق العليم,36,81,36
36##82,انما امره اذا اراد شيئا ان يقول له كن فيكون,36,82,36
36##83,فسبحان الذي بيده ملكوت كل شي و اليه ترجعون,36,83,36
37##1,و الصافات صفا,37,1,37
37##2,فالزاجرات زجرا,37,2,37
37##3,فالتاليات ذكرا,37,3,37
37##4,ان الهكم لواحد,37,4,37
37##5,رب السماوات و الارض و ما بينهما و رب المشارق,37,5,23
37##6,انا زينا السما الدنيا بزينه الكواكب,37,6,37
37##7,و حفظا من كل شيطان مارد,37,7,37
37##8,لا يسمعون الي الملا الاعلي و يقذفون من كل جانب,37,8,37
37##9,دحورا و لهم عذاب واصب,37,9,37
37##10,الا من خطف الخطفه فاتبعه شهاب ثاقب,37,10,37
37##11,فاستفتهم ا هم اشد خلقا ام من خلقنا انا خلقناهم من طين لازب,37,11,37
37##12,بل عجبت و يسخرون,37,12,37
37##13,و اذا ذكروا لا يذكرون,37,13,37
37##14,و اذا راوا ايه يستسخرون,37,14,37
37##15,و قالوا ان هذا الا سحر مبين,37,15,37
37##16,ا اذا متنا و كنا ترابا و عظاما ا انا لمبعوثون,37,16,37
37##17,ا و اباونا الاولون,37,17,37
37##18,قل نعم و انتم داخرون,37,18,37
37##19,فانما هي زجره واحده فاذا هم ينظرون,37,19,37
37##20,و قالوا يا ويلنا هذا يوم الدين,37,20,37
37##21,هذا يوم الفصل الذي كنتم به تكذبون,37,21,37
37##22,احشروا الذين ظلموا و ازواجهم و ما كانوا يعبدون,37,22,37
37##23,من دون الله فاهدوهم الي صراط الجحيم,37,23,37
37##24,و قفوهم انهم مسئولون,37,24,37
37##25,ما لكم لا تناصرون,37,25,37
37##26,بل هم اليوم مستسلمون,37,26,37
37##27,و اقبل بعضهم علي بعض يتسا لون,37,27,37
37##28,قالوا انكم كنتم تاتوننا عن اليمين,37,28,37
37##29,قالوا بل لم تكونوا مومنين,37,29,37
37##30,و ما كان لنا عليكم من سلطان بل كنتم قوما طاغين,37,30,37
37##31,فحق علينا قول ربنا انا لذائقون,37,31,37
37##32,فاغويناكم انا كنا غاوين,37,32,37
37##33,فانهم يومئذ في العذاب مشتركون,37,33,37
37##34,انا كذلك نفعل بالمجرمين,37,34,37
37##35,انهم كانوا اذا قيل لهم لا اله الا الله يستكبرون,37,35,21
37##36,و يقولون ا ئنا لتاركو الهتنا لشاعر مجنون,37,36,37
37##37,بل جا بالحق و صدق المرسلين,37,37,37
37##38,انكم لذائقو العذاب الاليم,37,38,37
37##39,و ما تجزون الا ما كنتم تعملون,37,39,37
37##40,الا عباد الله المخلصين,37,40,37
37##41,اولئك لهم رزق معلوم,37,41,37
37##42,فواكه و هم مكرمون,37,42,56
37##43,في جنات النعيم,37,43,56
37##44,علي سرر متقابلين,37,44,37
37##45,يطاف عليهم بكاس من معين,37,45,37
37##46,بيضا لذه للشاربين,37,46,37
37##47,لا فيها غول و لا هم عنها ينزفون,37,47,37
37##48,و عندهم قاصرات الطرف عين,37,48,37
37##49,كانهن بيض مكنون,37,49,37
37##50,فاقبل بعضهم علي بعض يتسا لون,37,50,37
37##51,قال قائل منهم اني كان لي قرين,37,51,37
37##52,يقول ا انك لمن المصدقين,37,52,37
37##53,ا اذا متنا و كنا ترابا و عظاما ا انا لمدينون,37,53,37
37##54,قال هل انتم مطلعون,37,54,37
37##55,فاطلع فراه في سوا الجحيم,37,55,37
37##56,قال تالله ان كدت لتردين,37,56,37
37##57,و لو لا نعمه ربي لكنت من المحضرين,37,57,37
37##58,ا فما نحن بميتين,37,58,37
37##59,الا موتتنا الاولي و ما نحن بمعذبين,37,59,37
37##60,ان هذا لهو الفوز العظيم,37,60,37
37##61,لمثل هذا فليعمل العاملون,37,61,37
37##62,ا ذلك خير نزلا ام شجره الزقوم,37,62,37
37##63,انا جعلناها فتنه للظالمين,37,63,37
37##64,انها شجره تخرج في اصل الجحيم,37,64,37
37##65,طلعها كانه ر وس الشياطين,37,65,37
37##66,فانهم لاكلون منها فمالئون منها البطون,37,66,56
37##67,ثم ان لهم عليها لشوبا من حميم,37,67,37
37##68,ثم ان مرجعهم لالي الجحيم,37,68,37
37##69,انهم الفوا ابا هم ضالين,37,69,37
37##70,فهم علي اثارهم يهرعون,37,70,37
37##71,و لقد ضل قبلهم اكثر الاولين,37,71,37
37##72,و لقد ارسلنا فيهم منذرين,37,72,37
37##73,فانظر كيف كان عاقبه المنذرين,37,73,37
37##74,الا عباد الله المخلصين,37,74,37
37##75,و لقد نادانا نوح فلنعم المجيبون,37,75,37
37##76,و نجيناه و اهله من الكرب العظيم,37,76,37
37##77,و جعلنا ذريته هم الباقين,37,77,21
37##78,و تركنا عليه في الاخرين,37,78,37
37##79,سلام علي نوح في العالمين,37,79,37
37##80,انا كذلك نجزي المحسنين,37,80,37
37##81,انه من عبادنا المومنين,37,81,37
37##82,ثم اغرقنا الاخرين,37,82,37
37##83,و ان من شيعته لابراهيم,37,83,37
37##84,اذ جا ربه بقلب سليم,37,84,37
37##85,اذ قال لابيه و قومه ما ذا تعبدون,37,85,37
37##86,ا ئفكا الهه دون الله تريدون,37,86,37
37##87,فما ظنكم برب العالمين,37,87,37
37##88,فنظر نظره في النجوم,37,88,20
37##89,فقال اني سقيم,37,89,37
37##90,فتولوا عنه مدبرين,37,90,27
37##91,فراغ الي الهتهم فقال ا لا تاكلون,37,91,37
37##92,ما لكم لا تنطقون,37,92,37
37##93,فراغ عليهم ضربا باليمين,37,93,37
37##94,فاقبلوا اليه يزفون,37,94,37
37##95,قال ا تعبدون ما تنحتون,37,95,26
37##96,و الله خلقكم و ما تعملون,37,96,37
37##97,قالوا ابنوا له بنيانا فالقوه في الجحيم,37,97,36
37##98,فارادوا به كيدا فجعلناهم الاسفلين,37,98,37
37##99,و قال اني ذاهب الي ربي سيهدين,37,99,37
37##100,رب هب لي من الصالحين,37,100,25
37##101,فبشرناه بغلام حليم,37,101,37
37##102,فلما بلغ معه السعي قال يا بني اني اري في المنام اني اذبحك فانظر ما ذا تري قال يا ابت افعل ما تومر ستجدني ان شا الله من الصابرين,37,102,37
37##103,فلما اسلما و تله للجبين,37,103,37
37##104,و ناديناه ان يا ابراهيم,37,104,2
37##105,قد صدقت الرويا انا كذلك نجزي المحسنين,37,105,37
37##106,ان هذا لهو البلا المبين,37,106,37
37##107,و فديناه بذبح عظيم,37,107,37
37##108,و تركنا عليه في الاخرين,37,108,37
37##109,سلام علي ابراهيم,37,109,37
37##110,كذلك نجزي المحسنين,37,110,37
37##111,انه من عبادنا المومنين,37,111,37
37##112,و بشرناه باسحاق نبيا من الصالحين,37,112,37
37##113,و باركنا عليه و علي اسحاق و من ذريتهما محسن و ظالم لنفسه مبين,37,113,2
37##114,و لقد مننا علي موسي و هارون,37,114,20
37##115,و نجيناهما و قومهما من الكرب العظيم,37,115,37
37##116,و نصرناهم فكانوا هم الغالبين,37,116,37
37##117,و اتيناهما الكتاب المستبين,37,117,37
37##118,و هديناهما الصراط المستقيم,37,118,37
37##119,و تركنا عليهما في الاخرين,37,119,37
37##120,سلام علي موسي و هارون,37,120,37
37##121,انا كذلك نجزي المحسنين,37,121,37
37##122,انهما من عبادنا المومنين,37,122,37
37##123,و ان الياس لمن المرسلين,37,123,37
37##124,اذ قال لقومه ا لا تتقون,37,124,37
37##125,ا تدعون بعلا و تذرون احسن الخالقين,37,125,37
37##126,الله ربكم و رب ابائكم الاولين,37,126,37
37##127,فكذبوه فانهم لمحضرون,37,127,37
37##128,الا عباد الله المخلصين,37,128,37
37##129,و تركنا عليه في الاخرين,37,129,37
37##130,سلام علي الياسين,37,130,37
37##131,انا كذلك نجزي المحسنين,37,131,37
37##132,انه من عبادنا المومنين,37,132,37
37##133,و ان لوطا لمن المرسلين,37,133,37
37##134,اذ نجيناه و اهله اجمعين,37,134,37
37##135,الا عجوزا في الغابرين,37,135,37
37##136,ثم دمرنا الاخرين,37,136,26
37##137,و انكم لتمرون عليهم مصبحين,37,137,37
37##138,و بالليل ا فلا تعقلون,37,138,23
37##139,و ان يونس لمن المرسلين,37,139,37
37##140,اذ ابق الي الفلك المشحون,37,140,37
37##141,فساهم فكان من المدحضين,37,141,37
37##142,فالتقمه الحوت و هو مليم,37,142,37
37##143,فلو لا انه كان من المسبحين,37,143,27
37##144,للبث في بطنه الي يوم يبعثون,37,144,37
37##145,فنبذناه بالعرا و هو سقيم,37,145,37
37##146,و انبتنا عليه شجره من يقطين,37,146,20
37##147,و ارسلناه الي مائه الف او يزيدون,37,147,37
37##148,فامنوا فمتعناهم الي حين,37,148,16
37##149,فاستفتهم ا لربك البنات و لهم البنون,37,149,37
37##150,ام خلقنا الملائكه اناثا و هم شاهدون,37,150,20
37##151,الا انهم من افكهم ليقولون,37,151,37
37##152,ولد الله و انهم لكاذبون,37,152,37
37##153,ا اصطفي البنات علي البنين,37,153,37
37##154,ما لكم كيف تحكمون,37,154,37
37##155,ا فلا تذكرون,37,155,37
37##156,ام لكم سلطان مبين,37,156,37
37##157,فاتوا بكتابكم ان كنتم صادقين,37,157,37
37##158,و جعلوا بينه و بين الجنه نسبا و لقد علمت الجنه انهم لمحضرون,37,158,25
37##159,سبحان الله عما يصفون,37,159,37
37##160,الا عباد الله المخلصين,37,160,37
37##161,فانكم و ما تعبدون,37,161,37
37##162,ما انتم عليه بفاتنين,37,162,37
37##163,الا من هو صال الجحيم,37,163,37
37##164,و ما منا الا له مقام معلوم,37,164,37
37##165,و انا لنحن الصافون,37,165,23
37##166,و انا لنحن المسبحون,37,166,37
37##167,و ان كانوا ليقولون,37,167,26
37##168,لو ان عندنا ذكرا من الاولين,37,168,37
37##169,لكنا عباد الله المخلصين,37,169,37
37##170,فكفروا به فسوف يعلمون,37,170,37
37##171,و لقد سبقت كلمتنا لعبادنا المرسلين,37,171,37
37##172,انهم لهم المنصورون,37,172,37
37##173,و ان جندنا لهم الغالبون,37,173,37
37##174,فتول عنهم حتي حين,37,174,37
37##175,و ابصرهم فسوف يبصرون,37,175,37
37##176,ا فبعذابنا يستعجلون,37,176,26
37##177,فاذا نزل بساحتهم فسا صباح المنذرين,37,177,26
37##178,و تول عنهم حتي حين,37,178,37
37##179,و ابصر فسوف يبصرون,37,179,37
37##180,سبحان ربك رب العزه عما يصفون,37,180,37
37##181,و سلام علي المرسلين,37,181,37
37##182,و الحمد لله رب العالمين,37,182,37
38##1,ص و القران ذي الذكر,38,1,17
38##2,بل الذين كفروا في عزه و شقاق,38,2,38
38##3,كم اهلكنا من قبلهم من قرن فنادوا و لات حين مناص,38,3,38
38##4,و عجبوا ان جا هم منذر منهم و قال الكافرون هذا ساحر كذاب,38,4,38
38##5,ا جعل الالهه الها واحدا ان هذا لشي عجاب,38,5,38
38##6,و انطلق الملا منهم ان امشوا و اصبروا علي الهتكم ان هذا لشي يراد,38,6,38
38##7,ما سمعنا بهذا في المله الاخره ان هذا الا اختلاق,38,7,38
38##8,ا انزل عليه الذكر من بيننا بل هم في شك من ذكري بل لما يذوقوا عذاب,38,8,38
38##9,ام عندهم خزائن رحمه ربك العزيز الوهاب,38,9,38
38##10,ام لهم ملك السماوات و الارض و ما بينهما فليرتقوا في الاسباب,38,10,25
38##11,جند ما هنالك مهزوم من الاحزاب,38,11,38
38##12,كذبت قبلهم قوم نوح و عاد و فرعون ذو الاوتاد,38,12,38
38##13,و ثمود و قوم لوط و اصحاب الايكه اولئك الاحزاب,38,13,38
38##14,ان كل الا كذب الرسل فحق عقاب,38,14,38
38##15,و ما ينظر هولا الا صيحه واحده ما لها من فواق,38,15,38
38##16,و قالوا ربنا عجل لنا قطنا قبل يوم الحساب,38,16,38
38##17,اصبر علي ما يقولون و اذكر عبدنا داوود ذا الايد انه اواب,38,17,38
38##18,انا سخرنا الجبال معه يسبحن بالعشي و الاشراق,38,18,38
38##19,و الطير محشوره كل له اواب,38,19,38
38##20,و شددنا ملكه و اتيناه الحكمه و فصل الخطاب,38,20,38
38##21,و هل اتاك نبا الخصم اذ تسوروا المحراب,38,21,38
38##22,اذ دخلوا علي داوود ففزع منهم قالوا لا تخف خصمان بغي بعضنا علي بعض فاحكم بيننا بالحق و لا تشطط و اهدنا الي سوا الصراط,38,22,40
38##23,ان هذا اخي له تسع و تسعون نعجه و لي نعجه واحده فقال اكفلنيها و عزني في الخطاب,38,23,27
38##24,قال لقد ظلمك بسوال نعجتك الي نعاجه و ان كثيرا من الخلطا ليبغي بعضهم علي بعض الا الذين امنوا و عملوا الصالحات و قليل ما هم و ظن داوود انما فتناه فاستغفر ربه و خر راكعا و اناب,38,24,38
38##25,فغفرنا له ذلك و ان له عندنا لزلفي و حسن ماب,38,25,12
38##26,يا داوود انا جعلناك خليفه في الارض فاحكم بين الناس بالحق و لا تتبع الهوي فيضلك عن سبيل الله ان الذين يضلون عن سبيل الله لهم عذاب شديد بما نسوا يوم الحساب,38,26,38
38##27,و ما خلقنا السما و الارض و ما بينهما باطلا ذلك ظن الذين كفروا فويل للذين كفروا من النار,38,27,38
38##28,ام نجعل الذين امنوا و عملوا الصالحات كالمفسدين في الارض ام نجعل المتقين كالفجار,38,28,17
38##29,كتاب انزلناه اليك مبارك ليدبروا اياته و ليتذكر اولوا الالباب,38,29,38
38##30,و وهبنا لداوود سليمان نعم العبد انه اواب,38,30,38
38##31,اذ عرض عليه بالعشي الصافنات الجياد,38,31,38
38##32,فقال اني احببت حب الخير عن ذكر ربي حتي توارت بالحجاب,38,32,38
38##33,ردوها علي فطفق مسحا بالسوق و الاعناق,38,33,38
38##34,و لقد فتنا سليمان و القينا علي كرسيه جسدا ثم اناب,38,34,38
38##35,قال رب اغفر لي و هب لي ملكا لا ينبغي لاحد من بعدي انك انت الوهاب,38,35,2
38##36,فسخرنا له الريح تجري بامره رخا حيث اصاب,38,36,38
38##37,و الشياطين كل بنا و غواص,38,37,38
38##38,و اخرين مقرنين في الاصفاد,38,38,38
38##39,هذا عطاونا فامنن او امسك بغير حساب,38,39,38
38##40,و ان له عندنا لزلفي و حسن ماب,38,40,12
38##41,و اذكر عبدنا ايوب اذ نادي ربه اني مسني الشيطان بنصب و عذاب,38,41,38
38##42,اركض برجلك هذا مغتسل بارد و شراب,38,42,38
38##43,و وهبنا له اهله و مثلهم معهم رحمه منا و ذكري لاولي الالباب,38,43,38
38##44,و خذ بيدك ضغثا فاضرب به و لا تحنث انا وجدناه صابرا نعم العبد انه اواب,38,44,38
38##45,و اذكر عبادنا ابراهيم و اسحاق و يعقوب اولي الايدي و الابصار,38,45,16
38##46,انا اخلصناهم بخالصه ذكري الدار,38,46,38
38##47,و انهم عندنا لمن المصطفين الاخيار,38,47,38
38##48,و اذكر اسماعيل و اليسع و ذا الكفل و كل من الاخيار,38,48,38
38##49,هذا ذكر و ان للمتقين لحسن ماب,38,49,38
38##50,جنات عدن مفتحه لهم الابواب,38,50,38
38##51,متكئين فيها يدعون فيها بفاكهه كثيره و شراب,38,51,38
38##52,و عندهم قاصرات الطرف اتراب,38,52,38
38##53,هذا ما توعدون ليوم الحساب,38,53,38
38##54,ان هذا لرزقنا ما له من نفاد,38,54,38
38##55,هذا و ان للطاغين لشر ماب,38,55,37
38##56,جهنم يصلونها فبئس المهاد,38,56,38
38##57,هذا فليذوقوه حميم و غساق,38,57,56
38##58,و اخر من شكله ازواج,38,58,2
38##59,هذا فوج مقتحم معكم لا مرحبا بهم انهم صالو النار,38,59,38
38##60,قالوا بل انتم لا مرحبا بكم انتم قدمتموه لنا فبئس القرار,38,60,38
38##61,قالوا ربنا من قدم لنا هذا فزده عذابا ضعفا في النار,38,61,38
38##62,و قالوا ما لنا لا نري رجالا كنا نعدهم من الاشرار,38,62,23
38##63,ا اتخذناهم سخريا ام زاغت عنهم الابصار,38,63,38
38##64,ان ذلك لحق تخاصم اهل النار,38,64,38
38##65,قل انما انا منذر و ما من اله الا الله الواحد القهار,38,65,38
38##66,رب السماوات و الارض و ما بينهما العزيز الغفار,38,66,23
38##67,قل هو نبا عظيم,38,67,38
38##68,انتم عنه معرضون,38,68,38
38##69,ما كان لي من علم بالملا الاعلي اذ يختصمون,38,69,20
38##70,ان يوحي الي الا انما انا نذير مبين,38,70,38
38##71,اذ قال ربك للملائكه اني خالق بشرا من طين,38,71,38
38##72,فاذا سويته و نفخت فيه من روحي فقعوا له ساجدين,38,72,38
38##73,فسجد الملائكه كلهم اجمعون,38,73,38
38##74,الا ابليس استكبر و كان من الكافرين,38,74,38
38##75,قال يا ابليس ما منعك ان تسجد لما خلقت بيدي ا استكبرت ام كنت من العالين,38,75,38
38##76,قال انا خير منه خلقتني من نار و خلقته من طين,38,76,38
38##77,قال فاخرج منها فانك رجيم,38,77,38
38##78,و ان عليك لعنتي الي يوم الدين,38,78,38
38##79,قال رب فانظرني الي يوم يبعثون,38,79,15
38##80,قال فانك من المنظرين,38,80,38
38##81,الي يوم الوقت المعلوم,38,81,38
38##82,قال فبعزتك لاغوينهم اجمعين,38,82,37
38##83,الا عبادك منهم المخلصين,38,83,15
38##84,قال فالحق و الحق اقول,38,84,38
38##85,لاملان جهنم منك و ممن تبعك منهم اجمعين,38,85,38
38##86,قل ما اسالكم عليه من اجر و ما انا من المتكلفين,38,86,38
38##87,ان هو الا ذكر للعالمين,38,87,38
38##88,و لتعلمن نباه بعد حين,38,88,2
40##1,حم,40,1,40
40##2,تنزيل الكتاب من الله العزيز العليم,40,2,40
40##3,غافر الذنب و قابل التوب شديد العقاب ذي الطول لا اله الا هو اليه المصير,40,3,40
40##4,ما يجادل في ايات الله الا الذين كفروا فلا يغررك تقلبهم في البلاد,40,4,16
40##5,كذبت قبلهم قوم نوح و الاحزاب من بعدهم و همت كل امه برسولهم لياخذوه و جادلوا بالباطل ليدحضوا به الحق فاخذتهم فكيف كان عقاب,40,5,40
40##6,و كذلك حقت كلمه ربك علي الذين كفروا انهم اصحاب النار,40,6,40
40##7,الذين يحملون العرش و من حوله يسبحون بحمد ربهم و يومنون به و يستغفرون للذين امنوا ربنا وسعت كل شي رحمه و علما فاغفر للذين تابوا و اتبعوا سبيلك و قهم عذاب الجحيم,40,7,40
40##8,ربنا و ادخلهم جنات عدن التي وعدتهم و من صلح من ابائهم و ازواجهم و ذرياتهم انك انت العزيز الحكيم,40,8,40
40##9,و قهم السيئات و من تق السيئات يومئذ فقد رحمته و ذلك هو الفوز العظيم,40,9,12
40##10,ان الذين كفروا ينادون لمقت الله اكبر من مقتكم انفسكم اذ تدعون الي الايمان فتكفرون,40,10,40
40##11,قالوا ربنا امتنا اثنتين و احييتنا اثنتين فاعترفنا بذنوبنا فهل الي خروج من سبيل,40,11,40
40##12,ذلكم بانه اذا دعي الله وحده كفرتم و ان يشرك به تومنوا فالحكم لله العلي الكبير,40,12,19
40##13,هو الذي يريكم اياته و ينزل لكم من السما رزقا و ما يتذكر الا من ينيب,40,13,40
40##14,فادعوا الله مخلصين له الدين و لو كره الكافرون,40,14,40
40##15,رفيع الدرجات ذو العرش يلقي الروح من امره علي من يشا من عباده لينذر يوم التلاق,40,15,38
40##16,يوم هم بارزون لا يخفي علي الله منهم شي لمن الملك اليوم لله الواحد القهار,40,16,40
40##17,اليوم تجزي كل نفس بما كسبت لا ظلم اليوم ان الله سريع الحساب,40,17,40
40##18,و انذرهم يوم الازفه اذ القلوب لدي الحناجر كاظمين ما للظالمين من حميم و لا شفيع يطاع,40,18,40
40##19,يعلم خائنه الاعين و ما تخفي الصدور,40,19,40
40##20,و الله يقضي بالحق و الذين يدعون من دونه لا يقضون بشي ان الله هو السميع البصير,40,20,40
40##21,ا و لم يسيروا في الارض فينظروا كيف كان عاقبه الذين كانوا من قبلهم كانوا هم اشد منهم قوه و اثارا في الارض فاخذهم الله بذنوبهم و ما كان لهم من الله من واق,40,21,40
40##22,ذلك بانهم كانت تاتيهم رسلهم بالبينات فكفروا فاخذهم الله انه قوي شديد العقاب,40,22,40
40##23,و لقد ارسلنا موسي باياتنا و سلطان مبين,40,23,11
40##24,الي فرعون و هامان و قارون فقالوا ساحر كذاب,40,24,40
40##25,فلما جا هم بالحق من عندنا قالوا اقتلوا ابنا الذين امنوا معه و استحيوا نسا هم و ما كيد الكافرين الا في ضلال,40,25,40
40##26,و قال فرعون ذروني اقتل موسي و ليدع ربه اني اخاف ان يبدل دينكم او ان يظهر في الارض الفساد,40,26,28
40##27,و قال موسي اني عذت بربي و ربكم من كل متكبر لا يومن بيوم الحساب,40,27,40
40##28,و قال رجل مومن من ال فرعون يكتم ايمانه ا تقتلون رجلا ان يقول ربي الله و قد جا كم بالبينات من ربكم و ان يك كاذبا فعليه كذبه و ان يك صادقا يصبكم بعض الذي يعدكم ان الله لا يهدي من هو مسرف كذاب,40,28,40
40##29,يا قوم لكم الملك اليوم ظاهرين في الارض فمن ينصرنا من باس الله ان جا نا قال فرعون ما اريكم الا ما اري و ما اهديكم الا سبيل الرشاد,40,29,40
40##30,و قال الذي امن يا قوم اني اخاف عليكم مثل يوم الاحزاب,40,30,40
40##31,مثل داب قوم نوح و عاد و ثمود و الذين من بعدهم و ما الله يريد ظلما للعباد,40,31,40
40##32,و يا قوم اني اخاف عليكم يوم التناد,40,32,40
